,Cases 3,Cases count1,Count (Cases 2),Created by,Created time,ID,Name Markdown,airtable_createdTime,airtable_id,auto_gen_id,case count3,count total,county,locality,locality_built,location subtype,location type,name,primary field,state,address,coordinate specificity,latitude,longitude,modern name,Cases,Notes,alternative name,Cases 2
116,"['reczxLPNXdFTx4XWH', 'recq1gewR0MlVkDe6', 'recFn5br3ZmNshpZM']",0,0,"{'email': 'ethand479@gmail.com', 'id': 'usrbjsFnLIzOrzoQf', 'name': 'Ethan Dunn'}",2023-10-19T20:53:05.000Z,hc.loc.000209,"[Immigration House of Detention (Seattle, Washington)](hc.loc.000209)",2023-10-19T20:53:05.000Z,recQDYjtsbjV6LXak,209,3,3,,Seattle,"Seattle, , Washington","[""immigration detention""]",site of significance,Immigration House of Detention,"Immigration House of Detention (Seattle, Washington)",Washington,,,,,,,,,
117,['recpvSJJxwFYaaIWl'],0,0,"{'email': 'asynya2@huskers.unl.edu', 'id': 'usrsxXrBoy7sdssaI', 'name': 'Anna Synya'}",2023-09-13T18:38:50.000Z,hc.loc.000193,"[Pierce County Jail  (Steilacoom, Washington)](hc.loc.000193)",2023-09-13T18:38:50.000Z,recQPHwOhLpKfWSri,193,1,1,Pierce,Steilacoom,"Steilacoom, Pierce, Washington","[""carceral facility""]",site of significance,Pierce County Jail ,"Pierce County Jail  (Steilacoom, Washington)",Washington,,,,,,,,,
118,['rechVS4ypInSRD2SD'],0,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:03:08.000Z,hc.loc.000050,"[Camp Sheridan (Unspecified, Nebraska)](hc.loc.000050)",2023-05-16T18:03:08.000Z,recQVnFdm5mj7gqky,50,1,1,Sheridan,Unspecified,"Unspecified, Sheridan, Nebraska","[""military facility""]",site of significance,Camp Sheridan,"Camp Sheridan (Unspecified, Nebraska)",Nebraska,"Beaver Creek Rd, Chadron, NE 69337",landmark,42.85134247120452,-102.73419305827183,,,,,
119,['recvJqoscxj1rkTED'],0,0,"{'email': 'mbrooks12@huskers.unl.edu', 'id': 'usrYUmUR3yFmQ7Bci', 'name': 'Molli Brooks'}",2023-09-28T15:29:35.000Z,hc.loc.000202,"[Steamer Premier (Seattle, Washington)](hc.loc.000202)",2023-09-28T15:29:35.000Z,recQZhcnafmvcyoFI,202,1,1,King County,Seattle,"Seattle, King County, Washington","[""ship""]",site of significance,Steamer Premier,"Steamer Premier (Seattle, Washington)",Washington,,locality,,,,,,,
120,['recplZrYNhf2TAUa5'],0,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:03:08.000Z,hc.loc.000051,"[Saint Thomas Orphanage (Lincoln, Nebraska)](hc.loc.000051)",2023-05-16T18:03:08.000Z,recQeVK8O1GNb99mW,51,1,1,Lancaster,Lincoln,"Lincoln, Lancaster, Nebraska","[""juvenile facility""]",site of significance,Saint Thomas Orphanage,"Saint Thomas Orphanage (Lincoln, Nebraska)",Nebraska,,locality,40.813883273944036,-96.70166950546762,,,,,
121,"['recNaeLCn94b41jLt', 'rech18Vdk0rqq15RU', 'recZ2gBoU3PjSMvre', 'recWD7PxnKspyZYAX', 'reczYYsfLfbjSGK4e', 'recjF8csJWCzoXJy7', 'rec4JJsXbt5fQYrIf']",0,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:03:08.000Z,hc.loc.000052,"[Oregon State Insane Asylum (Salem, Oregon)](hc.loc.000052)",2023-05-16T18:03:08.000Z,recRDJAUcbSjLoP7L,52,7,7,Marion,Salem,"Salem, Marion, Oregon","[""insane asylum""]",site of significance,Oregon State Insane Asylum,"Oregon State Insane Asylum (Salem, Oregon)",Oregon,,locality,44.942591106594755,-123.03816375909497,,,,Oregon State Hospital,
122,['recJaq9sZoS8LD2eM'],0,0,"{'email': 'cskinner5@huskers.unl.edu', 'id': 'usrpfR1jrbKYomBuX', 'name': 'Colten Skinner'}",2024-07-12T14:58:09.000Z,hc.loc.000261,"[Muscogee Territory  (, Oklahoma)](hc.loc.000261)",2024-07-12T14:58:09.000Z,recRUmccooduoVNoS,261,1,1,"Creek, Hughes (Tukvpuvtce), Mayes, McIntosh, Muskogee, Okfuskee, Okmulgee, Rogers, Seminole, Tulsa, and Wagoner Counties",,", Creek, Hughes (Tukvpuvtce), Mayes, McIntosh, Muskogee, Okfuskee, Okmulgee, Rogers, Seminole, Tulsa, and Wagoner Counties, Oklahoma","[""indian reservation""]",site of significance,Muscogee Territory ,"Muscogee Territory  (, Oklahoma)",Oklahoma,,,,,Muscogee Nation,,,Mvskoke Territory; Creek Territory,
123,,0,408,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:02:22.000Z,hc.loc.000032,"[Washington State Archives, Puget Sound Regional Branch (Bellevue, Washington)](hc.loc.000032)",2023-05-16T18:02:22.000Z,recRiH7K9r3pGvSeL,32,0,408,King,Bellevue,"Bellevue, King, Washington","[""state archive""]",repository,"Washington State Archives, Puget Sound Regional Branch","Washington State Archives, Puget Sound Regional Branch (Bellevue, Washington)",Washington,"3000 Landerholm Circle SE, MS-N100, Bellevue, WA 98007",building,47.58219004663607,-122.15045127299328,,,,,"['recUOqxAcCO9HAmSI', 'recX5F3CA34LBiRgL', 'recvzwK0Pqrvq89BC', 'rec9a2h2xRy0fUjXq', 'rec2gByeYaxhoiWX8', 'rec5x4c03Dp4zb5Si', 'recmXVpkCebJg8Utr', 'rec9f9r5m0Z7EaViY', 'rec1A9OLLr4cNjSeY', 'recvMcTNhASsZhLHn', 'recZzSjHew6Mcw36v', 'recwWqAnwn0GTSYcy', 'recDWGySyXf5x9RXf', 'recEQo0SlW4lkIkf9', 'recURgGBAnW6iUP7f', 'recvJqoscxj1rkTED', 'recp2LJtZX9GqKKmJ', 'rec929cFp0ngpWqfw', 'rec8AnoyP9rAfDkR9', 'recsHHeC4W13S9hkA', 'rec9rdwkpPBSYn4JI', 'recSk0a03Y7avqcj4', 'recnHEtvXcrOGFIwU', 'recXTriH6GfjH712k', 'rec0i0hNo9p2eWI4J', 'recVYOsaHaUmkTset', 'reco5ZI0KWc6e4U6V', 'recwQGxFnYB6wsGsI', 'rec1mO304jceDiM0i', 'recwT8Eltxs55Ebuq', 'rece5Mmr2mGOpBoPA', 'recALysKJLAGkauTj', 'recmvh2sspiWM3Ixl', 'recicsdqF8kcbQR8w', 'recohmAIcDQWzzNyL', 'recYrtaat1IkmpKda', 'reckcL0tbojfrgGr4', 'recAwvhfIF76Zyz4a', 'recPODycbKr4aOqbf', 'recUSpi8zgBv37vDl', 'recDRy2no2r8Ng4In', 'recyzLl3PFx5RKbny', 'recE40W186mJ8WS1z', 'recIVaVnkdadoIMhG', 'reccxC1CZYdO1itdE', 'recRqwiK7pFYs5deI', 'recLOwLjSCBmnaSxV', 'recnahAxR6tfrxAeW', 'rech6BB28ZaFQqCiZ', 'recnr3bjQGI8YZh7N', 'recJOprF28Fe5k3LG', 'recGJmuH0XHLGg4xG', 'rech6K3iDAHX1h0qF', 'recl9z8B60HfxbiXG', 'recH2zFlLrk7QqaME', 'recsTsnSKE4ofsAK9', 'recUGL5EWeUxFT8gl', 'recjyLRTRes5wMA4P', 'recmJjzal99GfadXE', 'rec9z7LwDiQy66oKY', 'recvNKGm6oPWuFMGr', 'rec4ndq6BfnIhJ4Ky', 'recnxoEzz8FCRrWNk', 'rec5V0RTtPsAvh4pE', 'rec9IHIguwctlzQ36', 'recVHQOBWMNrg310W', 'rec9Duih7H1gIBOyB', 'recscPcigSEOb6DMt', 'rec9GMP1ONnP0NWVK', 'recFOBYwecTtS5n7g', 'recFlDAYaATPoRjvH', 'reckxmKSX0Yb6mol0', 'reca8Hcc1MwFMnPgk', 'rec9iNIvZ2x8ozPjh', 'recFEo1pm8BshRE5T', 'recpElmMw6FKDGnKB', 'recFZSEM1j1gA1eYb', 'recnGgRldMK9iG8JT', 'recowj2v13Sm7WgMQ', 'recQ2A5jwxUwyQBKp', 'rec7YyD6MKtlf1fFl', 'recmEw1tDleqJ3NQL', 'recaSa6nbm6d39bBw', 'recCYEfuOE3r4ewOa', 'recxBscGn6k6JwQu4', 'recfuklMsbg3ckwqW', 'recIHfHnIWvVtER8M', 'recaosjse68wXgs2q', 'rec6TcpATBlxDXlmI', 'recKSYnuDUptIQup4', 'recrrmmdcTTI5MgEn', 'reciXQm2WTWXftu99', 'reckBsGFoYL9Dgy82', 'recqBSlwW26PLi5vO', 'recw672dm1x9BkIEt', 'receuqLRiAaAwnrqJ', 'recohtcVT3Q7iA4do', 'reccHkRjZyBQPFvYW', 'recNdzp0ZnNf0QI1B', 'recyIM2bKguQsZEAq', 'recGME0YRRzR5WfxV', 'recpspYet6ewWy0M0', 'reciTWtneDCzuZFDe', 'recpohUhyas2frN8q', 'recvggce0GTTzCpED', 'recm63uTGYIrwJzBD', 'recm9VELkhtmkBHmS', 'recV6gmUHba5A26FN', 'rec8vmFJ5qz6n5sMV', 'recwuwWYOcKFQVF8E', 'recmKPBbT5cjTni1d', 'rec5OK8KbGyTwLNHb', 'rec2MFaL7Gk1KTJyU', 'rec75MEDWnUSDOepp', 'recavQQ9ylHROl8mS', 'recalXuAAnCnOrdoB', 'rec2RlYn6dMDwhY4I', 'rec7xOoOUUIxV9cyE', 'rec3A8dwMhgnYQP3n', 'recz5GkPZcdw3z2Zn', 'recM1FfpyFITRhXUt', 'recKTEAeD8ISyfcZa', 'recP8ExKXkZbT2fMw', 'rec4cW7J69H0Qan3h', 'recCJujj7bcMI9xyl', 'reczqQUZAKKaxZQtB', 'recOUqaXXLmkFYbf7', 'recxV5cvAPGErxctZ', 'recfbehzoOS1NPxxo', 'rec6B5WMhRNpzRQef', 'recsggg11nKGgnD0H', 'recrGp8rUfpt1qLUq', 'rec25QJe7p8oQnsQF', 'rechHTENnmWlkPuou', 'recF0IdGlcuV4BX9w', 'recGPxojIo6zIem2h', 'recBumJcsTqInTzRw', 'recff1nl9x86R8Y23', 'rec7BgLdIZ2BsJ3N5', 'recRhvQu5K9Z306Rd', 'recEXeDyQW0e7ndrW', 'recArdD30KJ8EM5Wk', 'recUqAm1EzbhwZm9f', 'recndozz5aY8ij49I', 'recIPGYLCiO75ZRGF', 'recZSzhqDbaGfrBih', 'recwIfStZARbHIFuU', 'recvJEucVB3pEtwst', 'recdcqvhorAJUoPbg', 'reckJhgxV1hY8LAYs', 'reczwpc3f1aodiVaR', 'recHIIL8xm9exbukU', 'recmrvGYlioiIc8rh', 'recfjKLUgPs1nn83H', 'recL1pWOhNowjAbeV', 'recNNoS8KkfBxjLTT', 'recpAgkn2SOm9RITI', 'recmBk7ttBpREkR6W', 'recJCTna6tKHJ6S9d', 'recKCjMyT1hqk1xiI', 'recw57lvN4gR5FdtX', 'recjzKqlPUU12twZC', 'recHiEG9exZsxaU8R', 'recOeuj38XGdYM9a1', 'recsXDY5Y0N68pjLZ', 'rec6acM5vJpGq9ldt', 'recepn6kaYZWnzgAK', 'recxOXm3eKUTuQNee', 'recZBClUZNcWS4RLp', 'reci7d64rYCB5TsLV', 'recfNYs2URcwKULex', 'recIhQGQn3V6ndpaS', 'rec4lNlcEHlzl9y18', 'recjlUgDK7mu5HOFl', 'recIlLXBeb6RTHvhT', 'recEW0OOF045dUdKK', 'recNQz1fD1YAe5wMX', 'recUVoAuIkFaPS547', 'recU4YWdECyKB6g6z', 'rec9WKuQMEPs8N5ue', 'rec5qNlnevNyish5E', 'recs3aTJOrDYOW8On', 'recGenvwW4hK3q2GR', 'recRpXOEUoBQqsJ2T', 'recrbDKkzWodMhig5', 'recNKuoDvdYddbiQf', 'recJaq9sZoS8LD2eM', 'recc3tGfRjKH9Jo9S', 'reckqiCcH9LWUOV0H', 'recyzMX7pFeLTwRxD', 'recfPi5GaHCBMbLL3', 'reczjnDkBynGECNrk', 'rectp81BswfbOw84v', 'reci7GwjeOc4SuolW', 'recYDPiwd6LlCcyMx', 'recLbBwHfLadgLejP', 'recvl3asXIS6eLyHj', 'recTMtIRxs6CznIGp', 'recNEYAJRW6ojUEjo', 'recKnmcWDesPD1891', 'rec9OEexSTTybZSnX', 'recFUfrULltS4Ifqy', 'recjaZF4IK2IddkKN', 'recxcWkIIIwAZoygV', 'rec7r1jQEabhlDSMq', 'recq48WgANl3ci6U6', 'recRxwJbGUExeX27O', 'recElYRx3L6NMLz6k', 'recaQSGBQbaxNqN9s', 'recjQdc4YxiFs4GTU', 'recan0FQKeDnKVr9m', 'recOaI45R7JPbaW31', 'recaEqdS3EJnntdcN', 'recrtuMJcx3mjrL0D', 'rec9FcCxyr4As5IBn', 'recKkvlYU37kXh7DH', 'recxVSvbRt2yUJiMr', 'rec8QamALiQ8Urdb8', 'recy78B2cKtNGg1Vb', 'recxIshy4LeLzgcHe', 'rec8aFP2KKYEp7BYr', 'recJqefaOJFk6XO4s', 'recJosTtaoy7Nq6HW', 'recSIwIpaIgoIFDHf', 'recxBNRgKTrZJ3fhZ', 'rec7L8wAQZlvy31xP', 'rec2HOlOnCXxQrMIa', 'recimLEqguMNGtLrx', 'recHzT34qKHF6XlNQ', 'rec7yrWCSRbrquDpo', 'recKTA34OYYOmpgDF', 'recNcnYIktePUbvtb', 'recyK6dganFviE0d8', 'recnmjTySPdUy0eyt', 'recEpuL9KVS0vCUXN', 'receIjzXteYhpDwmh', 'recww8eiEVtNlR0SL', 'recktfHykpQtaBAOU', 'recuEc7ZQN3fJMDdS', 'recZqJTaEA5mPlZVb', 'recPG4q2mrS9TnsGd', 'recfiysFHeSeudfoO', 'rec7ywi91gwWg5AQA', 'recSTRkvqLc0IauTR', 'recTzxjeMgTf4fWq6', 'recdBOGa6U5VNSgOC', 'rec6AnxEPbPH1XfYC', 'recIWobuNSE0dUcoh', 'recMG87wFl6u4ZbQT', 'recWAPXLGkr1a8OUo', 'recHM3X0bGQEHePlM', 'rec8N4eRsShwvFuTd', 'reciDyOFpkgSQwJQM', 'recwy2VawpqeBT0gS', 'recnd4NylxReneJ0W', 'recXrPG3V5tuOkHxK', 'recHW5gggfAEuNUlC', 'rec1tWHQjEFhDRq9L', 'recZViOSD5FqOrhfB', 'recRRI1sQr0z5BdyS', 'recfOnvkxBnPRMT0K', 'recghJQRJrGn9MHwf', 'receiImjtZQnzyS18', 'recx3KhZZ0HIgil2n', 'recsONrhceFqifyhh', 'recwsL142AUwfzLYd', 'rec6pcVxOzCsrUxDT', 'recdnheJn9qWJdNpw', 'recJpKjtpVm56S6Ey', 'recBR9ZvYvc1jmYX6', 'rec3dsAqCEpiRMvsh', 'recwPqJaiCRzAM62I', 'recarzCjWdG5maClf', 'recZ4l4ikDGYoHCCM', 'reclHn0e8cpXagGBP', 'recBPkXsKFFivcd8H', 'rec6FGOT5k4cGc6SS', 'recuLCxR3OGF4pm1B', 'rec78PxgUDEr5ketg', 'rec1fhtd69msL8ZXr', 'recOBqT6EzOMqfaLy', 'recE10pqkwV48brhl', 'rec6t5wHDbe6pNXyi', 'recSwXZ5kXFTlewkW', 'recOf1QNbzGrTNlYb', 'rec5YOwT22B6H3ApF', 'recb2Z2PCjBoM6v83', 'reciuXsMzH0oQs8fT', 'rec4nwOJ4WHD5GX4r', 'recvpeU3CLCcGzfMn', 'recGah0SFn3atZjyV', 'recBdyRpil4f8jPz5', 'recV3I5aeGS5zdrOT', 'recjmwgJZG33uYElf', 'recAFoDsxfzUG1aSQ', 'reccLuFS59k9SLhKc', 'recvfUeIfkkIQtsj2', 'recnilqeJUrc3Xxdl', 'recWeHFXsPIfP7i9c', 'recGo7b0M91R5sjAT', 'rech2KhiKOMyUy8fD', 'recQUguNzTRrPcL14', 'recPs8hnXbJCxoOoX', 'recDsEf9tAxgTV7Vm', 'recHEcJc56jlS43HP', 'recIVn3rXQRCj3Rro', 'rec1PlCZH6Jpf9F2e', 'reca9yoStg0JJcfgf', 'recfQsQ0HXpkNItvA', 'recKnAvW172mbrFOc', 'recmztbrLpaBgVVGM', 'recScg0Nlh6FKMebE', 'recMEDyj3bfMa9rJI', 'recQPqB1fKiKUMTlJ', 'recIq7lGKUwL4AuFn', 'recdUfsRkftrMEwoV', 'rec4TMgB4IaovGKmL', 'recyZG8J6PXb4hXWs', 'recYmcB0BnG1QZsuI', 'rec4ZGnfHYyGWZzjf', 'recNcJctNztcsKOzL', 'rec7IIAZQ0KTMTAgy', 'receqpi9KZVtSmWIQ', 'recHuryUqPEhEfpaj', 'recxW4YzZ6b7eS10b', 'rec6tGHJ62IKnRWN4', 'reckwEum15pzOzmTn', 'recsBaMuOB9GKMATi', 'rec9tLCKikqvAIPqA', 'reclL4WLrqRFI0aeA', 'recV8Uvu1ViN8qQol', 'recxVuw1y4JHI57pJ', 'recK6aSxZaOGkDxac', 'recM8ZAcVcmGBEsaf', 'recEkr022EOf4up9j', 'recrapyyjU4vfXPhq', 'receJ96M5GLXugdXW', 'rec3paYYwY8RPg5cN', 'recrv6ODphRqUg1TR', 'recS12FBLabasX6eZ', 'rec0iivPFujVg4grZ', 'recXXumtgryGhIg8o', 'rec8fN5429QxS17sj', 'recflbeXoyVq2e9JX', 'recQ8Y7ujCw16gQLr', 'recS9llBZCl1rh40R', 'reczBl6QNGDoxmDTY', 'recuc7M4NNnSj6Q9P', 'rec5cvIPHtBWKuuA2', 'recyGQwgEcyDxi4IU', 'recKRUg5lKJQKAoGM', 'recIs9rsRqbHPW2Ez', 'recMuEeI9IJNhr3Lr', 'recfEJVwYBvfzDbKE', 'reck3ukKWm5X38kR7', 'recDexmRZFhdcEmkt', 'recAmsP5rGKCd2Bwp', 'recXVVx8PZLcwRuJr', 'recuD6Enu4XgwCq86', 'recQuHapQKWNNpxZo', 'recNee0RWkKcZsUQe', 'recbWlyiUGqWrni37', 'recXxA2fPrUkdQO85', 'recuAGvOn5D6If7Bq', 'recskGAalcL2OvBMf', 'recxxvNshJ67v2ai8', 'recHTtzRstqY6LQn3', 'rec3p3IZifS09822Y', 'rech2ylUlf4emt6OA', 'recwnQKq1NNs0ufms', 'recDfC6jT4xExkEK3', 'recukZLeFQdJUu504', 'recvqADBppwBGrpfz', 'recXNY2ITam3SxhXZ', 'rec9hCaSyzfDagkVv', 'reclwnNDUR67UFzFQ', 'rec28XzU7ql4NWHse', 'recmQj52h6sVjgYTW', 'recLnUIYQh5AboJLg', 'recmDvoIdWBAuHaYJ', 'recTqqxlYV0ULI39G', 'recyJuzPKZJU5wXmK', 'rec8vUyuCLKFruMoV', 'recAidC2cUVH0xhbM', 'recuA0Ss1Q9ROa6r6', 'recjNTpkS7RFGyEgU', 'recy1TIyLmv89PoZf', 'recfCm5cBxs3zM04R', 'recM1ZtaEEh8VqT3l', 'rec4pq3CklHTY8njR', 'reccrEcVaTZPzEinZ', 'recVbJxJFWtjvpis1', 'rectUsN5YitwFz2aS', 'rec1UMIM1X7xVvLQ3', 'recp3AAhQz6USpru1', 'recyxrGjXHD26RZXh', 'recJLL4prkW9FwHqc', 'recN0Ygmq9wtvlp8C', 'recUlNdtr27YTp1GA', 'recSUKioKa9NN2qiI', 'rechdjxtlkuJ8Vsls', 'recxsvvlSCfM0wSrg', 'recHsrKPR3fl0fton', 'recTnIThD8DUikmVh', 'rechlm6cIW8nD3YWj', 'recK7VX6ZslxzHK9L', 'reci0kqFma7qcYdmJ', 'reczGjSjYzd4ejQ5n']"
124,"['recZ80esvqzJOXg1E', 'recpxwEt8n65U0fJu', 'recKWnzKlA143htU8', 'reckEjRVlRa4M9ceC', 'recVQGTmFpKoGEznF', 'recRJNADSuAQX8QqQ', 'rec8icBHX8ZDXvg1n', 'rec1XVjRzTFjR7mAj']",0,0,"{'email': 'mbrooks12@huskers.unl.edu', 'id': 'usrYUmUR3yFmQ7Bci', 'name': 'Molli Brooks'}",2023-06-27T17:39:09.000Z,hc.loc.000127,"[The Police Court of the City of Omaha (Omaha, Nebraska)](hc.loc.000127)",2023-06-27T17:39:09.000Z,recRlv1SeUVEKcGd5,127,8,8,Douglas,Omaha,"Omaha, Douglas, Nebraska","[""police court""]",site of significance,The Police Court of the City of Omaha,"The Police Court of the City of Omaha (Omaha, Nebraska)",Nebraska,,,,,,,,,
125,['recKCjMyT1hqk1xiI'],0,0,"{'email': 'IFERRELL2@UNL.EDU', 'id': 'usrK8UqaJVS77I9xs', 'name': 'Isabella Ferrell'}",2024-07-01T19:42:05.000Z,hc.loc.000257,"[Superior Court for the State of Washington for Pierce County (Tacoma, Washington)](hc.loc.000257)",2024-07-01T19:42:05.000Z,recSBOfZXilfjndrp,257,1,1,Pierce,Tacoma,"Tacoma, Pierce, Washington","[""superior court""]",site of significance,Superior Court for the State of Washington for Pierce County,"Superior Court for the State of Washington for Pierce County (Tacoma, Washington)",Washington,,,,,,,,,
126,"['recS6igigFVO6FEBo', 'recUalKQAzildHRdM']",0,0,"{'email': 'mbrooks12@huskers.unl.edu', 'id': 'usrYUmUR3yFmQ7Bci', 'name': 'Molli Brooks'}",2023-12-07T17:02:35.000Z,hc.loc.000226,"[United States Federal Penitentiary Leavenworth (Leavenworth, Kansas)](hc.loc.000226)",2023-12-07T17:02:35.000Z,recSNAykqcoiVi4eA,226,2,2,Leavenworth,Leavenworth,"Leavenworth, Leavenworth, Kansas","[""penitentiary""]",site of significance,United States Federal Penitentiary Leavenworth,"United States Federal Penitentiary Leavenworth (Leavenworth, Kansas)",Kansas,"1300 Metropolitan Ave, Leavenworth, KS 66048",building,,,Leavenworth United States Penitentiary,,,,
127,['recboYXnlcVg3g8pL'],0,0,"{'email': 'asynya2@huskers.unl.edu', 'id': 'usrsxXrBoy7sdssaI', 'name': 'Anna Synya'}",2023-10-03T21:47:52.000Z,hc.loc.000204,"[Honkong Maru (, )](hc.loc.000204)",2023-10-03T21:47:52.000Z,recSQIGzOPMcbDN5v,204,1,1,,,", , ","[""ship""]",site of significance,Honkong Maru,"Honkong Maru (, )",,,,,,,,"https://www.maritimeheritage.org/passengers/Hongkong--Maru-14August1906.html 
https://www.oldtokyo.com/honkon-hongkong-maru-tkk-line-1913/ ",Hongkong Maru,
128,,1,0,"{'email': 'mbrooks12@huskers.unl.edu', 'id': 'usrYUmUR3yFmQ7Bci', 'name': 'Molli Brooks'}",2023-12-07T16:13:29.000Z,hc.loc.000225,"[US District Court for the First Division of Kansas (Topeka, Kansas)](hc.loc.000225)",2023-12-07T16:13:29.000Z,recSZk6yRKoI9u9CU,225,0,1,Shawnee,Topeka,"Topeka, Shawnee, Kansas","[""federal district court""]",court,US District Court for the First Division of Kansas,"US District Court for the First Division of Kansas (Topeka, Kansas)",Kansas,,building,,,,['recS6igigFVO6FEBo'],,,
129,"['recSBTctozzAYzkMF', 'recztJ1BKaWIKVbS3', 'recoDhp0bXaHch5ix', 'recqnheiI2itQaAXl']",0,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:03:08.000Z,hc.loc.000053,"[Salvation Army Home (Omaha, Nebraska)](hc.loc.000053)",2023-05-16T18:03:08.000Z,recSdSjt7e4cBBvMA,53,4,4,Douglas,Omaha,"Omaha, Douglas, Nebraska","[""welfare organization""]",site of significance,Salvation Army Home,"Salvation Army Home (Omaha, Nebraska)",Nebraska,,locality,41.25547669651563,-95.93911292745457,,,,,
130,,1,0,"{'email': 'kjagodinsky@unl.edu', 'id': 'usrTWraD2Uk9A3vtt', 'name': 'Katrina Jagodinsky'}",2025-01-09T13:37:54.000Z,hc.loc.000305,"[Bernalillo County District Court (Albuquerque, New Mexico)](hc.loc.000305)",2025-01-09T13:37:54.000Z,recSj8yhK2fwPbjTi,305,0,1,Bernalillo,Albuquerque,"Albuquerque, Bernalillo, New Mexico","[""county court""]",court,Bernalillo County District Court,"Bernalillo County District Court (Albuquerque, New Mexico)",New Mexico,,,,,,['rec20ceSspQNA15Pl'],,,
131,,22,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T17:55:21.000Z,hc.loc.000003,"[Nebraska Supreme Court (Lincoln, Nebraska)](hc.loc.000003)",2023-05-16T17:55:21.000Z,recT3uQLqJjmfkb2a,3,0,22,Lancaster,Lincoln,"Lincoln, Lancaster, Nebraska","[""state supreme court""]",court,Nebraska Supreme Court,"Nebraska Supreme Court (Lincoln, Nebraska)",Nebraska,,locality,40.813883273944036,-96.70166950546762,,"['recsWEG1U6UPUCee4', 'rec1B48p5a8c3XvOw', 'recyrT2ifwhWW0N4G', 'recRfL9Ynjf8ZoSeb', 'recbqwa3dUXmTwzbX', 'rec5xefnzKllpJRuy', 'recuTkEY7AoIRQnfp', 'recUflK1qoRsCtAmP', 'rec6IlubZtytQxVhk', 'recyujJs3zfnDGcxQ', 'rec8NmMGQbyn5P51R', 'recQxIVKP09ZFOZ2m', 'rec3oYowpYM5GCMY7', 'recogYsTZYVZf2uGv', 'recs3tCZH1fcvLwVW', 'recNU8Kurn49uX9Hu', 'recggp14HuIN7DX4y', 'reccoF9BXF4PxlUtc', 'rec2GSFmj0rvXbwAK', 'recPKFqSs0rtuKtEa', 'recBzf72r2VXAkAAK', 'recatqINCRj4nvDQs']",,,
132,"['recqH3AAhuf3xQSq1', 'rec3UgvkkWIjXKjUk', 'recuJi4hAD9B3cY6k', 'recQBVE2WdPnNZe6W']",45,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T17:55:21.000Z,hc.loc.000002,"[St. Louis County Circuit Court (St. Louis, Missouri)](hc.loc.000002)",2023-05-16T17:55:21.000Z,recTQnJEK2pJOSsR4,2,4,49,St. Louis,St. Louis,"St. Louis, St. Louis, Missouri","[""state circuit court""]","court, site of significance",St. Louis County Circuit Court,"St. Louis County Circuit Court (St. Louis, Missouri)",Missouri,,locality,38.62923422834949,-90.19677010348627,,"['rec6ybOcQyFaepv1t', 'recS2wcuDwPt8fBIy', 'rec5BgfRbOcshC9R7', 'recrrVK6D8iUHEjqa', 'rec7N49s0iOJwrM3E', 'recXpkrI2RW4yH6kg', 'recrjVinDRjOYwLxB', 'recavSjVrAKqHVh5e', 'rectZQ1RIicKjdags', 'rec9RUTAuo1GvN3xy', 'rec8biFXzRE01dghC', 'rec9tE7fEbb2rEwdc', 'recWZYmGbAguzkjHB', 'recH9hKhmXJ7UrKRK', 'recTAFLTMgi5XKumn', 'rec2IZ7I5uWUHSW0Q', 'recd86hE6IBcxmmLZ', 'recKjZ9bLErXKmm9Q', 'recn9OfWaFTx5qTco', 'recFIaBo8y9KOQBwZ', 'rec5ZaNu7rTyVVK1O', 'recwRcEiG4l3zoAOU', 'recMshB4O2aLuTVhs', 'recqH3AAhuf3xQSq1', 'rec3UgvkkWIjXKjUk', 'recuJi4hAD9B3cY6k', 'recQBVE2WdPnNZe6W', 'recLcjELORoNBFnaQ', 'recfh6DvEuMnEE4yg', 'rec0nFA4ZstzTfVW5', 'rectZkeybjn5Y65OJ', 'recq7Fv7Rq2AKUYcU', 'recDUTEpI6itoRKtq', 'recjAp8bfGeo22Udp', 'recwyE0J6dHqVgc15', 'recnTtKc0Ux0b8VEz', 'recWGGbeaMhKu3nv3', 'recsQfrq5jv0wvmHr', 'recA3pm3bZsx04qKV', 'rece3csl3kfHn2urj', 'recFTWCqCp84W5BYJ', 'reckehAsTBTHHtCKo', 'recMAS2DU3MIcS31c', 'rec0opA500VYwh9FW', 'recRsxm4wa0RtB8EI']",,,
